Øvelsesnummer,URL på youtube, URL på hjemmeside
26.D5,https://youtu.be/ZxXRkPxL6UA,http://yubio.dk/booklinks.html?id=26_D5
26.D6,https://youtu.be/TrgslUzJCSE,http://yubio.dk/booklinks.html?id=26_D6
26.D7,https://youtu.be/AN9LQAQwZ9U,http://yubio.dk/booklinks.html?id=26_D7
26.D8,https://youtu.be/H25ytUKRpO4,http://yubio.dk/booklinks.html?id=26_D8
27.A1,https://youtu.be/CklOpCVFqbA,http://yubio.dk/booklinks.html?id=27_A1
27.A2,https://youtu.be/RQJ9Q85ZnVM,http://yubio.dk/booklinks.html?id=27_A2
27.A3,https://youtu.be/l3s8XxwaTq4,http://yubio.dk/booklinks.html?id=27_A3
27.A4,https://youtu.be/wpcLK0Jfc04,http://yubio.dk/booklinks.html?id=27_A4
27.A5,https://youtu.be/SOlxNZzyLyg,http://yubio.dk/booklinks.html?id=27_A5
27.A6,https://youtu.be/UfkiT8TpylA,http://yubio.dk/booklinks.html?id=27_A6
27.A7,https://youtu.be/lvsjUXzswxI,http://yubio.dk/booklinks.html?id=27_A7
27.A8,https://youtu.be/iOanSUWZFlk,http://yubio.dk/booklinks.html?id=27_A8
27.A11,https://youtu.be/PAicMb3AlrM,http://yubio.dk/booklinks.html?id=27_A11
27.B1,https://youtu.be/fmO_AI2q2jU,http://yubio.dk/booklinks.html?id=27_B1
27.B2,https://youtu.be/_yib8kmnBA4,http://yubio.dk/booklinks.html?id=27_B2
27.B3,https://youtu.be/A7ARty_ncOM,http://yubio.dk/booklinks.html?id=27_B3
27.B4,https://youtu.be/VfwB4aw9cmg,http://yubio.dk/booklinks.html?id=27_B4
27.B5,https://youtu.be/0VLcOajlGIk,http://yubio.dk/booklinks.html?id=27_B5
27.B6,https://youtu.be/RsK5Cz7E2p0,http://yubio.dk/booklinks.html?id=27_B6
27.C1,https://youtu.be/LaY3lKWwWNo,http://yubio.dk/booklinks.html?id=27_C1
27.C2,https://youtu.be/d175T7rFL-U,http://yubio.dk/booklinks.html?id=27_C2
27.C3,https://youtu.be/9s4l5dTCKCw,http://yubio.dk/booklinks.html?id=27_C3
27.C4,https://youtu.be/1Evk0nj_bHU,http://yubio.dk/booklinks.html?id=27_C4
27.C5,https://youtu.be/pnSn2zWwZWg,http://yubio.dk/booklinks.html?id=27_C5
27.C6,https://youtu.be/tgJpzFdlMNI,http://yubio.dk/booklinks.html?id=27_C6
27.C7,https://youtu.be/R8lgbNojcSc,http://yubio.dk/booklinks.html?id=27_C7
27.C8,https://youtu.be/ifIb-Mf-Wbc,http://yubio.dk/booklinks.html?id=27_C8
27.C9,https://youtu.be/jESL_yHfYwE,http://yubio.dk/booklinks.html?id=27_C9
27.C10,https://youtu.be/0DP4_c2Hj6c,http://yubio.dk/booklinks.html?id=27_C10
27.C11,https://youtu.be/AZc8TAyXjwE,http://yubio.dk/booklinks.html?id=27_C11
27.C12,https://youtu.be/ZstPDVkFLi4,http://yubio.dk/booklinks.html?id=27_C12
27.C13,https://youtu.be/FSSTRmCDlrk,http://yubio.dk/booklinks.html?id=27_C13
27.C14,https://youtu.be/Zd54fB47PE0,http://yubio.dk/booklinks.html?id=27_C14
27.C15,https://youtu.be/vuZ4WMW0uRg,http://yubio.dk/booklinks.html?id=27_C15
27.C16,https://youtu.be/xVrzBb_oYYI,http://yubio.dk/booklinks.html?id=27_C16
27.C17,https://youtu.be/Y0-s7BaKCiA,http://yubio.dk/booklinks.html?id=27_C17
27.C18,https://youtu.be/rd4IuyyKTAo,http://yubio.dk/booklinks.html?id=27_C18
27.C19,https://youtu.be/NiVAwm534xY,http://yubio.dk/booklinks.html?id=27_C19
27.C21,https://youtu.be/wHRK3Gllid0,http://yubio.dk/booklinks.html?id=27_C21
27.D1,https://youtu.be/2mWwnLorwWI,http://yubio.dk/booklinks.html?id=27_D1
27.D2,https://youtu.be/EBQRyLfF8Xc,http://yubio.dk/booklinks.html?id=27_D2
27.D3,https://youtu.be/570oqKJRja0,http://yubio.dk/booklinks.html?id=27_D3
27.D4,https://youtu.be/KGMtuaWtIa0,http://yubio.dk/booklinks.html?id=27_D4
27.D5,https://youtu.be/S8lwx2T9zaA,http://yubio.dk/booklinks.html?id=27_D5
27.D6,https://youtu.be/2LXYGCYT7GA,http://yubio.dk/booklinks.html?id=27_D6
27.D7,https://youtu.be/tNQd7KXCfZ4,http://yubio.dk/booklinks.html?id=27_D7
27.D8,https://youtu.be/mwo5eIaerCI,http://yubio.dk/booklinks.html?id=27_D8
27.D9,https://youtu.be/IcU0ZUWFWnA,http://yubio.dk/booklinks.html?id=27_D9
27.D10,https://youtu.be/owA2f_Pihqw,http://yubio.dk/booklinks.html?id=27_D10
27.D11,https://youtu.be/wWSv2CcGaNc,http://yubio.dk/booklinks.html?id=27_D11
27.D12,https://youtu.be/AbuzB4ozo2s,http://yubio.dk/booklinks.html?id=27_D12
27.D13,https://youtu.be/GKrzA09ynSc,http://yubio.dk/booklinks.html?id=27_D13
27.D14,https://youtu.be/SgSkvfiXqzw,http://yubio.dk/booklinks.html?id=27_D14
27.D15,https://youtu.be/b5o_ryTgmrY,http://yubio.dk/booklinks.html?id=27_D15
27.D16,https://youtu.be/RN5N4Nq7yso,http://yubio.dk/booklinks.html?id=27_D16
27.D17,https://youtu.be/7ngJmXH_rik,http://yubio.dk/booklinks.html?id=27_D17
27.D18,https://youtu.be/JJm0MZILR4Y,http://yubio.dk/booklinks.html?id=27_D18
27.D19,https://youtu.be/8RD5oefPGEM,http://yubio.dk/booklinks.html?id=27_D19
27.D20,https://youtu.be/we5qVMp7pSM,http://yubio.dk/booklinks.html?id=27_D20
27.D21,https://youtu.be/LWu0TP3YFlU,http://yubio.dk/booklinks.html?id=27_D21
27.D22,https://youtu.be/evr0Sgp-ubU,http://yubio.dk/booklinks.html?id=27_D22
27.D23,https://youtu.be/0W_Po6UgNsU,http://yubio.dk/booklinks.html?id=27_D23
27.D24,https://youtu.be/172qNdA-G_g,http://yubio.dk/booklinks.html?id=27_D24
28. Bænkpres,https://youtu.be/b5-rV8sPb-w,http://yubio.dk/booklinks.html?id=28__Baenkpres
28. Squat,https://youtu.be/mjOhSewlC9Y,http://yubio.dk/booklinks.html?id=28__Squat
28. Dødløft,https://youtu.be/DKz4d2T5Ios,http://yubio.dk/booklinks.html?id=28__Doedloeft
28. Snatch,https://youtu.be/SIPgGyoGwWA,http://yubio.dk/booklinks.html?id=28__Snatch
28. Clean and jerk,https://youtu.be/JgsgacSwnF4,http://yubio.dk/booklinks.html?id=28__Clean_and_jerk
28.A1,https://youtu.be/viSKLQUnqP4,http://yubio.dk/booklinks.html?id=28_A1
28.A2,https://youtu.be/CFiBDjEax3M,http://yubio.dk/booklinks.html?id=28_A2
28.A3,https://youtu.be/TIxh4Egfxoo,http://yubio.dk/booklinks.html?id=28_A3
28.A4,https://youtu.be/MS3Am14Y4Wg,http://yubio.dk/booklinks.html?id=28_A4
28.A5,https://youtu.be/GxdzoyfdhBw,http://yubio.dk/booklinks.html?id=28_A5
28.A6,https://youtu.be/CaBNPrYMSZ8,http://yubio.dk/booklinks.html?id=28_A6
28.A7,https://youtu.be/PjWIQkPnkr4,http://yubio.dk/booklinks.html?id=28_A7
28.A8,https://youtu.be/kzTHJQGtWTY,http://yubio.dk/booklinks.html?id=28_A8
28.A9,https://youtu.be/AidIiiQQo4U,http://yubio.dk/booklinks.html?id=28_A9
28.A10,https://youtu.be/74IgmnIjPxs,http://yubio.dk/booklinks.html?id=28_A10
28.A11,https://youtu.be/E2xde-k2-IQ,http://yubio.dk/booklinks.html?id=28_A11
28.A12,https://youtu.be/BPxAeoLz9ZI,http://yubio.dk/booklinks.html?id=28_A12
28.A13,https://youtu.be/wu6thNheOZI,http://yubio.dk/booklinks.html?id=28_A13
28.A14,https://youtu.be/_n-qYKtN0Hg,http://yubio.dk/booklinks.html?id=28_A14
28.A15,https://youtu.be/DoVmzpGZG7E,http://yubio.dk/booklinks.html?id=28_A15
28.A16,https://youtu.be/E-eVwcziEWg,http://yubio.dk/booklinks.html?id=28_A16
28.A17,https://youtu.be/ebvEi9Namas,http://yubio.dk/booklinks.html?id=28_A17
28.A18,https://youtu.be/2c5NXXAwE5s,http://yubio.dk/booklinks.html?id=28_A18
28.B1,https://youtu.be/ySmwD4LQ7GA,http://yubio.dk/booklinks.html?id=28_B1
28.B2,https://youtu.be/rcsxpskzPoI,http://yubio.dk/booklinks.html?id=28_B2
28.B3,https://youtu.be/iID9qoMOtxA,http://yubio.dk/booklinks.html?id=28_B3
28.B4,https://youtu.be/cD2JnGUWuzs,http://yubio.dk/booklinks.html?id=28_B4
28.B5,https://youtu.be/_5k6Rw4CkyY,http://yubio.dk/booklinks.html?id=28_B5
28.B6,https://youtu.be/YWUsJni79v8,http://yubio.dk/booklinks.html?id=28_B6
28.B7,https://youtu.be/bS75J3-R9OU,http://yubio.dk/booklinks.html?id=28_B7
28.B8,https://youtu.be/0KsIqtIybfA,http://yubio.dk/booklinks.html?id=28_B8
28.B9,https://youtu.be/u8gec6zQYJo,http://yubio.dk/booklinks.html?id=28_B9
28.B10,https://youtu.be/1TenJ6b2xRM,http://yubio.dk/booklinks.html?id=28_B10
28.B11,https://youtu.be/j-8Jy9GZoiU,http://yubio.dk/booklinks.html?id=28_B11
28.C1,https://youtu.be/4JVqoLXw0TI,http://yubio.dk/booklinks.html?id=28_C1
28.C2,https://youtu.be/5AaG6IWSLLQ,http://yubio.dk/booklinks.html?id=28_C2
28.C3,https://youtu.be/c2QwqCxYGHM,http://yubio.dk/booklinks.html?id=28_C3
28.C4,https://youtu.be/HzqvTyKoaEg,http://yubio.dk/booklinks.html?id=28_C4
28.C5,https://youtu.be/m6Wt3SM1Yrc,http://yubio.dk/booklinks.html?id=28_C5
28.C6,https://youtu.be/v8KdzwUnCQQ,http://yubio.dk/booklinks.html?id=28_C6
28.C7,https://youtu.be/EV0RlwNs3T4,http://yubio.dk/booklinks.html?id=28_C7
28.C8,https://youtu.be/BNLgrDlUNHo,http://yubio.dk/booklinks.html?id=28_C8
28.C9,https://youtu.be/Ckttrrsh4gQ,http://yubio.dk/booklinks.html?id=28_C9
28.C10,https://youtu.be/bjkx8MQvmfU,http://yubio.dk/booklinks.html?id=28_C10
28.C11,https://youtu.be/woF3HnEcnF8,http://yubio.dk/booklinks.html?id=28_C11
28.C12,https://youtu.be/gWYe3hScjFU,http://yubio.dk/booklinks.html?id=28_C12
28.D1,https://youtu.be/rUKSgoMz9mU,http://yubio.dk/booklinks.html?id=28_D1
28.D2,https://youtu.be/2xjxhvTq_EE,http://yubio.dk/booklinks.html?id=28_D2
28.D3,https://youtu.be/_EtWmz-RTTA,http://yubio.dk/booklinks.html?id=28_D3
28.D4,https://youtu.be/SM2NxZyYJos,http://yubio.dk/booklinks.html?id=28_D4
28.D5,https://youtu.be/IrRK-Paor6Y,http://yubio.dk/booklinks.html?id=28_D5
28.D6,https://youtu.be/g_71XljNQjQ,http://yubio.dk/booklinks.html?id=28_D6
28.E1,https://youtu.be/_lt4mPi1asU,http://yubio.dk/booklinks.html?id=28_E1
28.E2,https://youtu.be/OnP_wRV1wHQ,http://yubio.dk/booklinks.html?id=28_E2
28.E3,https://youtu.be/scY-4bc8kZ0,http://yubio.dk/booklinks.html?id=28_E3
28.E4,https://youtu.be/3ohRwEYjT0A,http://yubio.dk/booklinks.html?id=28_E4
28.E5,https://youtu.be/ycR9q4ryO5g,http://yubio.dk/booklinks.html?id=28_E5
28.E6,https://youtu.be/QHImd2BsMXY,http://yubio.dk/booklinks.html?id=28_E6
28.E7,https://youtu.be/38k1QesjoIk,http://yubio.dk/booklinks.html?id=28_E7
28.E8,https://youtu.be/zkr4kQfT7ow,http://yubio.dk/booklinks.html?id=28_E8
28.E9,https://youtu.be/lm-bj-4IWyE,http://yubio.dk/booklinks.html?id=28_E9
28.E10,https://youtu.be/2SL0TZJ3fig,http://yubio.dk/booklinks.html?id=28_E10
28.E11,https://youtu.be/cRPNXJfyihw,http://yubio.dk/booklinks.html?id=28_E11
28.E12,https://youtu.be/NeFQlJpXdBw,http://yubio.dk/booklinks.html?id=28_E12
28.F1,https://youtu.be/breur-Yu8RU,http://yubio.dk/booklinks.html?id=28_F1
28.F2,https://youtu.be/ibQVfSghjA4,http://yubio.dk/booklinks.html?id=28_F2
28.F3,https://youtu.be/fsHMQfLKHrs,http://yubio.dk/booklinks.html?id=28_F3
28.F4,https://youtu.be/ca9UDwSQJEI,http://yubio.dk/booklinks.html?id=28_F4
28.F5,https://youtu.be/IGFCdpv6CoY,http://yubio.dk/booklinks.html?id=28_F5
28.F6,https://youtu.be/4ZlquugN5JY,http://yubio.dk/booklinks.html?id=28_F6
28.F7,https://youtu.be/9NsKTeuEPkQ,http://yubio.dk/booklinks.html?id=28_F7
28.F8,https://youtu.be/WZxIKvcMECo,http://yubio.dk/booklinks.html?id=28_F8
28.F9,https://youtu.be/_gThflrbeQw,http://yubio.dk/booklinks.html?id=28_F9
28.F10,https://youtu.be/h6mPxy_KwNw,http://yubio.dk/booklinks.html?id=28_F10
28.F11,https://youtu.be/0VdSr26oiFI,http://yubio.dk/booklinks.html?id=28_F11
28.F12,https://youtu.be/D-puK8Nct8Q,http://yubio.dk/booklinks.html?id=28_F12
28.F13,https://youtu.be/RD8fKLcO31Q,http://yubio.dk/booklinks.html?id=28_F13
28.F14,https://youtu.be/nk3dPumG8zA,http://yubio.dk/booklinks.html?id=28_F14
29.A2,https://youtu.be/NTiGMHjEZYs,http://yubio.dk/booklinks.html?id=29_A2
29.A3,https://youtu.be/9BgIsSOJftc,http://yubio.dk/booklinks.html?id=29_A3
29.A4,https://youtu.be/9MQv1Xvo8VY,http://yubio.dk/booklinks.html?id=29_A4
29.A5,https://youtu.be/nKF-Mhrhr1I,http://yubio.dk/booklinks.html?id=29_A5
29.A6,https://youtu.be/Si9HR4Vnoao,http://yubio.dk/booklinks.html?id=29_A6
29.A7,https://youtu.be/4dmEWr0ppaE,http://yubio.dk/booklinks.html?id=29_A7
29.A9,https://youtu.be/i5grCFVTt6c,http://yubio.dk/booklinks.html?id=29_A9
29.A10,https://youtu.be/2pe44xx9SDg,http://yubio.dk/booklinks.html?id=29_A10
29.A11,https://youtu.be/KiUCOBDQfWA,http://yubio.dk/booklinks.html?id=29_A11
29.A12,https://youtu.be/NCAL9dxEIc0,http://yubio.dk/booklinks.html?id=29_A12
29.A13,https://youtu.be/fjZH53-jD3g,http://yubio.dk/booklinks.html?id=29_A13
29.A14,https://youtu.be/TNnSWJyl1SM,http://yubio.dk/booklinks.html?id=29_A14
29.A15,https://youtu.be/HatPidkF2-I,http://yubio.dk/booklinks.html?id=29_A15
29.A16,https://youtu.be/dwBMExchoWM,http://yubio.dk/booklinks.html?id=29_A16
29.A17,https://youtu.be/GJ7Nm37EUZg,http://yubio.dk/booklinks.html?id=29_A17
29.A18,https://youtu.be/7Ha-Bltj1ok,http://yubio.dk/booklinks.html?id=29_A18
29.A19,https://youtu.be/3K-tr0s8jF8,http://yubio.dk/booklinks.html?id=29_A19
Figur 29.6,https://youtu.be/ll1OpQNLZhM,http://yubio.dk/booklinks.html?id=Figur_29_6
Figur 29.9,https://youtu.be/6yO8-fEhIrc,http://yubio.dk/booklinks.html?id=Figur_29_9
Figur 29.11,https://youtu.be/QnNleZyjox8,http://yubio.dk/booklinks.html?id=Figur_29_11
Figur 29.16,https://youtu.be/oNO2ep1nwKA,http://yubio.dk/booklinks.html?id=Figur_29_16
Figur 29.17,https://youtu.be/ah4kyWCtz_E,http://yubio.dk/booklinks.html?id=Figur_29_17
Figur 29.18,https://youtu.be/73EK_79cj4I,http://yubio.dk/booklinks.html?id=Figur_29_18
29.B1,https://youtu.be/X3EtVs23bEI,http://yubio.dk/booklinks.html?id=29_B1
29.B2,https://youtu.be/ZDzOukfPJiA,http://yubio.dk/booklinks.html?id=29_B2
29.B3,https://youtu.be/mKXEt3W5rfM,http://yubio.dk/booklinks.html?id=29_B3
29.B4,https://youtu.be/LBl-NTQfxH0,http://yubio.dk/booklinks.html?id=29_B4
29.B5,https://youtu.be/KOmX_BwaZ3I,http://yubio.dk/booklinks.html?id=29_B5
29.B6,https://youtu.be/IoF-C7nS5eI,http://yubio.dk/booklinks.html?id=29_B6
29.B7,https://youtu.be/HWR8FFMpf40,http://yubio.dk/booklinks.html?id=29_B7
29.B8,https://youtu.be/kBQ8c3TeB7Q,http://yubio.dk/booklinks.html?id=29_B8
29.B9,https://youtu.be/JEPpGuTK-M0,http://yubio.dk/booklinks.html?id=29_B9
29.B10,https://youtu.be/KsZK8yJzF2o,http://yubio.dk/booklinks.html?id=29_B10
29.B11,https://youtu.be/UrCDUWC_8C4,http://yubio.dk/booklinks.html?id=29_B11
29.B12,https://youtu.be/95pbjtrt_BQ,http://yubio.dk/booklinks.html?id=29_B12
Figur 29.29,https://youtu.be/2x7zGparvgQ,http://yubio.dk/booklinks.html?id=Figur_29_29
Figur 29.33,https://youtu.be/6shBGH_ccaI,http://yubio.dk/booklinks.html?id=Figur_29_33
Figur 29.34,https://youtu.be/A0ibrq6wFB8,http://yubio.dk/booklinks.html?id=Figur_29_34
Figur 30.3,https://youtu.be/aiD7qa4_VhQ,http://yubio.dk/booklinks.html?id=Figur_30_3
30.A1,https://youtu.be/zuhF8sndygY,http://yubio.dk/booklinks.html?id=30_A1
30.A2,https://youtu.be/f-QVMfTayZM,http://yubio.dk/booklinks.html?id=30_A2
30.A3,https://youtu.be/Owl6WNyORc8,http://yubio.dk/booklinks.html?id=30_A3
30.A4,https://youtu.be/BMTQ_dqzj-s,http://yubio.dk/booklinks.html?id=30_A4
30.A5,https://youtu.be/K5YOtaz3AYg,http://yubio.dk/booklinks.html?id=30_A5
30.A6,https://youtu.be/7z0tPcrX_ns,http://yubio.dk/booklinks.html?id=30_A6
30.B1,https://youtu.be/3V0k0GSPnWQ,http://yubio.dk/booklinks.html?id=30_B1
30.B2,https://youtu.be/q8EalStSkYI,http://yubio.dk/booklinks.html?id=30_B2
30.B3,https://youtu.be/mTgDqNTYojM,http://yubio.dk/booklinks.html?id=30_B3
30.B4,https://youtu.be/KfGHKmVnv3U,http://yubio.dk/booklinks.html?id=30_B4
30.B5,https://youtu.be/27MHhiVla-Y,http://yubio.dk/booklinks.html?id=30_B5
30.B6,https://youtu.be/adaEG3iDj3o,http://yubio.dk/booklinks.html?id=30_B6
30.C1,https://youtu.be/2peT0iU3vE0,http://yubio.dk/booklinks.html?id=30_C1
30.C2,https://youtu.be/Kvbjah9UUwU,http://yubio.dk/booklinks.html?id=30_C2
30.D1,https://youtu.be/dHSR-_DN4I4,http://yubio.dk/booklinks.html?id=30_D1
30.D2,https://youtu.be/E8D3QLYwpPo,http://yubio.dk/booklinks.html?id=30_D2
30.D3,https://youtu.be/PQ95FnfsjbQ,http://yubio.dk/booklinks.html?id=30_D3
30.D4,https://youtu.be/KCFYwDubpqE,http://yubio.dk/booklinks.html?id=30_D4
30.D5,https://youtu.be/IpOfG7qnU3I,http://yubio.dk/booklinks.html?id=30_D5
30.E1,https://youtu.be/Pkf-gQ13qQo,http://yubio.dk/booklinks.html?id=30_E1
30.E2,https://youtu.be/OVMhby1QZWI,http://yubio.dk/booklinks.html?id=30_E2
30.F1,https://youtu.be/Kzpx5FnjQrM,http://yubio.dk/booklinks.html?id=30_F1
30.F2,https://youtu.be/2ZBY3RVmA3E,http://yubio.dk/booklinks.html?id=30_F2
30.F3,https://youtu.be/7mCB5Yi-kGA,http://yubio.dk/booklinks.html?id=30_F3
30.F4,https://youtu.be/rPQhKHAYJ2U,http://yubio.dk/booklinks.html?id=30_F4
30.F5,https://youtu.be/CKXziyYgApo,http://yubio.dk/booklinks.html?id=30_F5
31.A1,https://youtu.be/vqbLYgCzzn8,http://yubio.dk/booklinks.html?id=31_A1
31.A1 variant 2,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A1_variant_2
31.A1 variant 3,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A1_variant_3
31.A2,https://youtu.be/6gKLUFpQnoI,http://yubio.dk/booklinks.html?id=31_A2
31.A2 variant 2,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A2_variant_2
31.A2 variant 3,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A2_variant_3
31.A3,https://youtu.be/u_MDv-4rWuw,http://yubio.dk/booklinks.html?id=31_A3
31.A3 variant 2,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A3_variant_2
31.A3 variant 3,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A3_variant_3
31.A4,https://youtu.be/eChL9XOQU0g,http://yubio.dk/booklinks.html?id=31_A4
31.A4 variant 2,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A4_variant_2
31.A4 variant 3,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A4_variant_3
31.A5,https://youtu.be/krMJCDY1OIA,http://yubio.dk/booklinks.html?id=31_A5
31.A5 variant 2,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A5_variant_2
31.A5 variant 3,https://youtu.be/7xs-f5mAwAo,http://yubio.dk/booklinks.html?id=31_A5_variant_3
31.B1,https://youtu.be/lI7TkHU3Ozc,http://yubio.dk/booklinks.html?id=31_B1
31.B2,https://youtu.be/0MwhNlf0Aa8,http://yubio.dk/booklinks.html?id=31_B2
31.B3,https://youtu.be/vzgW0QIFIgw,http://yubio.dk/booklinks.html?id=31_B3
32.A1,https://youtu.be/6KBF0i6zmiA,http://yubio.dk/booklinks.html?id=32_A1
32.A2,https://youtu.be/BTCkacqZnI8,http://yubio.dk/booklinks.html?id=32_A2
32.A3,https://youtu.be/vwLo3zMGD1Y,http://yubio.dk/booklinks.html?id=32_A3
32.A4,https://youtu.be/elgESdfdSEE,http://yubio.dk/booklinks.html?id=32_A4
32.A5,https://youtu.be/vSXqhAPj3_Q,http://yubio.dk/booklinks.html?id=32_A5
32.A6,https://youtu.be/tish5lEqlXA,http://yubio.dk/booklinks.html?id=32_A6
32.A7,https://youtu.be/_WTVDH1pXpg,http://yubio.dk/booklinks.html?id=32_A7
32.A8,https://youtu.be/tjljOHdZsAk,http://yubio.dk/booklinks.html?id=32_A8
32.A9,https://youtu.be/dgNQMCeGIHE,http://yubio.dk/booklinks.html?id=32_A9
32.A10,https://youtu.be/k849AX4ljiw,http://yubio.dk/booklinks.html?id=32_A10
32.A11,https://youtu.be/FvSA73OFWLQ,http://yubio.dk/booklinks.html?id=32_A11
32.A12,https://youtu.be/x4dd15eADtk,http://yubio.dk/booklinks.html?id=32_A12
32.A13,https://youtu.be/lLfauQFtpFk,http://yubio.dk/booklinks.html?id=32_A13
32.A14,https://youtu.be/U9LjAwdDF9A,http://yubio.dk/booklinks.html?id=32_A14
32.A15,https://youtu.be/GArftWZ8ZT0,http://yubio.dk/booklinks.html?id=32_A15
32.B1,https://youtu.be/M_oc8-prA-4,http://yubio.dk/booklinks.html?id=32_B1
32.B2,https://youtu.be/QQiiaNpvDJ0,http://yubio.dk/booklinks.html?id=32_B2
32.B3,https://youtu.be/PNWE2n7NIwY,http://yubio.dk/booklinks.html?id=32_B3
32.B4,https://youtu.be/2_be-F7A5ss,http://yubio.dk/booklinks.html?id=32_B4
32.B5,https://youtu.be/M0GC_whXpU0,http://yubio.dk/booklinks.html?id=32_B5
32.B6,https://youtu.be/phB07Cgr1Lc,http://yubio.dk/booklinks.html?id=32_B6
32.B7,https://youtu.be/LV6iBh6lAqU,http://yubio.dk/booklinks.html?id=32_B7
32.B8,https://youtu.be/NrE0T0b1yLc,http://yubio.dk/booklinks.html?id=32_B8
32.B9,https://youtu.be/5RgAK5gsnbc,http://yubio.dk/booklinks.html?id=32_B9
32.B10,https://youtu.be/yONRWts0sCA,http://yubio.dk/booklinks.html?id=32_B10
32.B11,https://youtu.be/6_r479DPACk,http://yubio.dk/booklinks.html?id=32_B11
32.B12,https://youtu.be/UIgDjXzVb2A,http://yubio.dk/booklinks.html?id=32_B12
32.B13,https://youtu.be/DSfM3pupX84,http://yubio.dk/booklinks.html?id=32_B13
32.B14,https://youtu.be/WTrcZ7shSRA,http://yubio.dk/booklinks.html?id=32_B14
32.B15,https://youtu.be/83WxOM46L1E,http://yubio.dk/booklinks.html?id=32_B15
32.C1,https://youtu.be/lk14XCYBDAI,http://yubio.dk/booklinks.html?id=32_C1
32.C2,https://youtu.be/xTMcNcMEX2U,http://yubio.dk/booklinks.html?id=32_C2
32.C3,https://youtu.be/4goSs-hQwKg,http://yubio.dk/booklinks.html?id=32_C3
32.C4,https://youtu.be/Fd-CbMBRhgg,http://yubio.dk/booklinks.html?id=32_C4
32.C5,https://youtu.be/O1PzS-Yj7tM,http://yubio.dk/booklinks.html?id=32_C5
32.C6,https://youtu.be/8iTVP2Eitf4,http://yubio.dk/booklinks.html?id=32_C6
32.C7,https://youtu.be/x5I-Ca6eH74,http://yubio.dk/booklinks.html?id=32_C7
32.C8,https://youtu.be/Cd2afoQpemI,http://yubio.dk/booklinks.html?id=32_C8
32.C9,https://youtu.be/3TG6NyAIy_s,http://yubio.dk/booklinks.html?id=32_C9
32.C10,https://youtu.be/qMg5r4qsMNw,http://yubio.dk/booklinks.html?id=32_C10
32.C11,https://youtu.be/1vbqj-lL_a8,http://yubio.dk/booklinks.html?id=32_C11
32.D1,https://youtu.be/U8SXjtxhfBU,http://yubio.dk/booklinks.html?id=32_D1
32.D2,https://youtu.be/AR8hYkJeoeA,http://yubio.dk/booklinks.html?id=32_D2
32.D3,https://youtu.be/8Wcy2z0D35M,http://yubio.dk/booklinks.html?id=32_D3
32.D4,https://youtu.be/14eubY8YjGs,http://yubio.dk/booklinks.html?id=32_D4
32.D5,https://youtu.be/poxfgK2VBv8,http://yubio.dk/booklinks.html?id=32_D5
32.D6,https://youtu.be/8zMG5f0MkRA,http://yubio.dk/booklinks.html?id=32_D6
32.D7,https://youtu.be/lRADrVaXUmY,http://yubio.dk/booklinks.html?id=32_D7
32.D8,https://youtu.be/Sm4iONskIKI,http://yubio.dk/booklinks.html?id=32_D8
32.D9,https://youtu.be/iHDAQ_J4YnA,http://yubio.dk/booklinks.html?id=32_D9
32.D10,https://youtu.be/098ZCi5W7Ik,http://yubio.dk/booklinks.html?id=32_D10
32.D11,https://youtu.be/dJHkWUQZKXo,http://yubio.dk/booklinks.html?id=32_D11
32.D12,https://youtu.be/cwkbRMuzPs8,http://yubio.dk/booklinks.html?id=32_D12
32.D13,https://youtu.be/ayTLzqSLyXo,http://yubio.dk/booklinks.html?id=32_D13
32.D14,https://youtu.be/DBotzdzqlD8,http://yubio.dk/booklinks.html?id=32_D14
32.D15,https://youtu.be/rFnNEqE-U74,http://yubio.dk/booklinks.html?id=32_D15
33.A1,https://youtu.be/s84jhddIn24,http://yubio.dk/booklinks.html?id=33_A1
33.A2,https://youtu.be/wByr0mkcGp4,http://yubio.dk/booklinks.html?id=33_A2
33.A3,https://youtu.be/c3EWIQOgkoc,http://yubio.dk/booklinks.html?id=33_A3
33.A4,https://youtu.be/g3sCr0-rl0w,http://yubio.dk/booklinks.html?id=33_A4
33.A5,https://youtu.be/Lgm7Q0-SEnc,http://yubio.dk/booklinks.html?id=33_A5
33.B1,https://youtu.be/mv0ZPYq7yzM,http://yubio.dk/booklinks.html?id=33_B1
33.B2,https://youtu.be/cmyOkDWPdMA,http://yubio.dk/booklinks.html?id=33_B2
33.C1,https://youtu.be/1Atg5CTmye4,http://yubio.dk/booklinks.html?id=33_C1
